timestamp,T_cellar_min,T_cellar_max,T_cellar_nominal,p22_coupling,alpha,n_training_scenarios,n_test_scenarios,total_cost_nominal_mean,total_cost_nominal_median,total_cost_nominal_std,total_cost_nominal_min,total_cost_nominal_max,total_cost_nominal_95th,total_cost_cvar_mean,total_cost_cvar_median,total_cost_cvar_std,total_cost_cvar_min,total_cost_cvar_max,total_cost_cvar_95th,control_cost_nominal_mean,control_cost_nominal_median,control_cost_nominal_std,control_cost_nominal_min,control_cost_nominal_max,control_cost_nominal_95th,control_cost_cvar_mean,control_cost_cvar_median,control_cost_cvar_std,control_cost_cvar_min,control_cost_cvar_max,control_cost_cvar_95th,tracking_cost_nominal_mean,tracking_cost_nominal_median,tracking_cost_nominal_std,tracking_cost_nominal_min,tracking_cost_nominal_max,tracking_cost_nominal_95th,tracking_cost_cvar_mean,tracking_cost_cvar_median,tracking_cost_cvar_std,tracking_cost_cvar_min,tracking_cost_cvar_max,tracking_cost_cvar_95th,final_sugar_nominal_mean,final_sugar_nominal_median,final_sugar_nominal_std,final_sugar_nominal_min,final_sugar_nominal_max,final_sugar_nominal_95th,final_sugar_cvar_mean,final_sugar_cvar_median,final_sugar_cvar_std,final_sugar_cvar_min,final_sugar_cvar_max,final_sugar_cvar_95th,final_ethanol_nominal_mean,final_ethanol_nominal_median,final_ethanol_nominal_std,final_ethanol_nominal_min,final_ethanol_nominal_max,final_ethanol_nominal_95th,final_ethanol_cvar_mean,final_ethanol_cvar_median,final_ethanol_cvar_std,final_ethanol_cvar_min,final_ethanol_cvar_max,final_ethanol_cvar_95th,violations_nominal_total,violations_nominal_scenarios,violations_nominal_rate,violations_cvar_total,violations_cvar_scenarios,violations_cvar_rate,training_time_nominal,training_time_cvar,training_time_ratio
2026-02-05 19:23:20,14.0,28.0,14.5,0.5,0.05,50,100,185838.7369674566,184290.0145772546,6112.749310448268,176099.5111262682,210087.26983753045,197091.5765115736,185209.38187006288,184944.6776565127,8203.006801817177,170073.66294351147,212016.7183141344,200672.66135893608,7.546013899462426e-07,7.54601389946243e-07,3.1763735522036263e-22,7.54601389946243e-07,7.54601389946243e-07,7.54601389946243e-07,38.518469174037655,38.51846917403765,7.105427357601002e-15,38.51846917403765,38.51846917403765,38.51846917403765,185838.73696670198,184290.0145765,6112.749310448269,176099.51112551359,210087.26983677584,197091.576510819,185170.8634008888,184906.15918733866,8203.006801817177,170035.14447433743,211978.19984496036,200634.14288976204,17.30337108957433,16.106952553878536,5.454800920202861,7.973418411747085,39.00556601909359,26.66113949772825,7.603463336276276,7.340022091069018,1.284147559792222,5.818739204120684,14.086604438711209,9.26535969826474,70.04862098921417,70.56727522093834,2.3673527753352523,60.63187976256794,74.10017643737358,73.30616528207943,74.26271149935381,74.37663298555279,0.5569162570421639,71.45070870525558,75.03535342556516,74.82833128680905,1126.0,99,99.0,0.0,0,0.0,0.27399611473083496,88.52114725112915,323.0744616144995
2026-02-05 19:30:53,10.0,28.0,14.5,0.5,0.05,50,100,184751.10257174697,183462.7932947476,8556.86344482485,164084.7276978102,206730.56667718018,199428.21999313563,182265.52114631978,180961.87716926643,8410.172926474472,163282.46072913456,203988.1972866425,197445.1922202215,7.546013899462426e-07,7.54601389946243e-07,3.1763735522036263e-22,7.54601389946243e-07,7.54601389946243e-07,7.54601389946243e-07,20.37221226093701,20.372212260937015,3.552713678800501e-15,20.372212260937015,20.372212260937015,20.372212260937015,184751.10257099234,183462.793293993,8556.863444824852,164084.72769705558,206730.56667642557,199428.21999238103,182245.14893405882,180941.5049570055,8410.172926474472,163262.08851687363,203967.82507438157,197424.82000796057,10.615589983527832,10.008344794383692,2.609163327469158,6.113157585450216,19.51093707570682,15.754853141359071,7.013127824371131,6.9122354490621305,0.7264587215150038,5.612205837062639,9.266622921839204,8.308369796487995,72.95228685075203,73.21499794718127,1.1328350832808491,69.09161691218783,74.90769557227605,74.35012825180193,74.51656048074692,74.55999644454528,0.3146613368218713,73.54068959303612,75.12572973500771,74.93281759087641,449.0,79,79.0,80.0,36,36.0,0.2742626667022705,159.41391801834106,581.2454167938029
